sample_id,smiles,logBB,bbb_class,has_logbb,outer_fold,outer_stratum,ATSC0c,TopoPSA(NO),nO,ATSC1c,nHBAcc,DPSA4,TopoPSA,SMR_VSA1,PEOE_VSA1,SlogP_VSA2,PNSA3,DPSA3,TPSA
496,CC(C)=CCN1Cc2cc(Cl)cc3[nH]c(=S)n(c23)C[C@@H]1C,0.28,0,True,4,labeled_class_0_logbb_bin_3,0.4309917321411372,23.96,0.0,-0.2554640549456032,2.0,18.547948626266574,56.05,0.0,9.551078168738565,27.03758513464958,-14.984378373913204,30.736106254377717,8.83513322224438
497,CC1=C(C[C@H]2CCc3c(c4ccccc4n3C)C2=O)CC=N1,0.28,0,True,0,labeled_class_0_logbb_bin_3,0.3703966270528521,34.36,1.0,-0.0896657160979031,2.0,15.482547636108768,34.36,4.794537184071822,4.567099647791355,16.564945173691612,-19.02061187038608,35.09690066446615,53.76676977074897
498,Cc1nccn1C[C@H]1CCc2c(c3ccccc3n2C)C1=O,0.28,0,True,4,labeled_class_0_logbb_bin_3,0.490884122369297,39.82,1.0,-0.1511640821370651,2.0,18.290527169196213,39.82,4.794537184071822,9.13419929558271,19.901422762894857,-19.2011717387731,36.842390989839934,57.359352553201845
499,Cl/C(=C\n1cncn1)c1ccc(Cl)cc1Cl,0.28,0,True,4,labeled_class_0_logbb_bin_3,0.2383854256451496,30.71,0.0,-0.0680625450084977,2.0,19.227030808503528,30.71,0.0,0.0,14.764463264393427,-27.559695378287657,42.053382558192794,32.21721702832939
500,ClC=C(Cl)Cl,0.3,0,True,1,labeled_class_0_logbb_bin_3,0.0390578623259137,0.0,0.0,-0.0128097306087755,0.0,9.347693528636876,0.0,0.0,0.0,0.0,-15.736161137558328,18.388661081454075,0.0
501,FC(F)(F)[C@@H](Cl)Br,0.3,0,True,1,labeled_class_0_logbb_bin_3,0.308867104474752,0.0,0.0,-0.1501683219617629,0.0,21.45104915928115,0.0,13.17124514302446,0.0,10.462654409784616,-28.90876396160703,30.103302957354774,0.0
502,ClC(Cl)Cl,0.3,0,True,0,labeled_class_0_logbb_bin_3,0.0621057255287177,0.0,0.0,-0.0324384001431319,0.0,11.696505886042424,0.0,0.0,0.0,4.295451512294386,-17.71353848479645,19.472185835060586,0.0
503,CC(C)(C)c1nc(N2CCN(CCCSc3nccc(=O)[nH]3)CC2)cc(C(F)(F)F)n1,0.3,0,True,0,labeled_class_0_logbb_bin_3,1.0494452989119174,78.01,1.0,-0.6469968502947065,7.0,33.864532249652086,103.31,13.17124514302446,9.883888251797686,63.31245945094896,-44.614089209381795,68.7769031926425,84.64831606687068
504,CCCN1C[C@@H](CSC)C[C@H]2c3cccc4[nH]cc(c34)C[C@H]21,0.3,0,True,4,labeled_class_0_logbb_bin_3,0.3396504550012003,19.03,0.0,-0.0923741819281712,2.0,14.158296785265746,44.33,0.0,4.983978520947208,41.02386468302899,-14.32918517332026,32.920095229583126,11.059960958596475
505,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,0.3,0,True,0,labeled_class_0_logbb_bin_3,1.1216780849547854,59.08,4.0,-0.487715548526313,6.0,31.790416841268623,84.38,19.06280027574374,19.273545369301058,57.1750154543592,-31.7752201605184,56.72873079550338,76.50814714156319
506,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,0.3,0,True,1,labeled_class_0_logbb_bin_3,0.5488622525545847,50.28,1.0,-0.1890028492558767,5.0,20.958783935575337,50.28,4.736862953800049,10.05365155780638,54.490062900128684,-20.53967919618129,41.39278745934644,30.05466780192989
507,Cc1cn(-c2cccc(Nc3ncnc4c3CCc3ccccc3-4)c2)cn1,0.3,0,True,3,labeled_class_0_logbb_bin_3,0.5483546964621118,55.63,0.0,-0.2969581285302374,4.0,24.353003639480647,55.63,0.0,9.883888251797686,19.51903521063298,-18.552072059399375,44.92487537147456,50.465082981294174
508,FCOC(C(F)(F)F)C(F)(F)F,0.3,0,True,2,labeled_class_0_logbb_bin_3,0.8065104482522564,9.23,1.0,-0.3439286057445075,1.0,31.122109724782284,9.23,35.46976828752379,4.736862953800049,25.317214736497068,-46.660733391549584,51.52578143355193,60.060476709286846
509,N#Cc1cccc(C2=Nc3ccc(C#Cc4ccccc4)cc3NC(=O)C2)c1,0.3,0,True,1,labeled_class_0_logbb_bin_3,0.4841646405208481,65.25,1.0,-0.259553225934273,3.0,26.188951138969102,65.25,4.794537184071822,5.316788604006331,11.618864732122208,-37.484148543564594,60.93830917587972,64.84069385500344
510,Nc1nc2ccc(OC(F)(F)F)cc2s1,0.3,0,True,0,labeled_class_0_logbb_bin_3,0.8687583399942697,48.14,1.0,-0.7834056246047413,4.0,29.09302865522389,76.38,17.908108096824506,10.470530430962237,11.34633737997759,-38.38893206484497,52.10892942233566,55.25600661577715
511,C=C,0.3,0,True,4,labeled_class_0_logbb_bin_3,0.0339061337557067,0.0,0.0,-0.0113020445852355,0.0,5.729316225269515,0.0,0.0,0.0,0.0,-7.358487136183231,12.273217905995889,0.0
512,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,0.3,0,True,0,labeled_class_0_logbb_bin_3,0.5325169522400738,40.620000000000005,2.0,-0.2853482172089068,2.0,22.554103792357637,40.620000000000005,9.589074368143644,4.899909730850477,18.8620314413802,-30.624351665681964,46.06996293429209,82.50837303324187
513,CCCCN1C[C@H]2Cc3cc(OC)c(OC)cc3[C@H]2C1,0.31,0,True,3,labeled_class_0_logbb_bin_3,0.7098953924743096,21.700000000000003,2.0,-0.1868447424018358,3.0,19.266805104202216,21.700000000000003,9.473725907600098,14.373635638450576,38.753774031143266,-16.884948946913834,39.63783335222364,31.08631201128101
514,COc1ccc2c3c1O[C@@H]1C[C@H](O)C=C[C@]31CCN(C)C2,0.32,0,True,3,labeled_class_0_logbb_bin_3,0.916047666283142,41.93,3.0,-0.3179295787231865,4.0,22.176833875159662,41.93,14.580253302440804,19.48016303329128,42.91659583105508,-27.87776710573455,48.28211524662987,66.18156247270876
515,Cc1nc2cc(CN[C@@H]3CCCN[C@H]3c3ccccc3)c(OC(C)C)cc2s1,0.32,0,True,2,labeled_class_0_logbb_bin_3,0.6614477791056287,46.18,1.0,-0.2729568743762857,5.0,21.881271082210837,74.42,4.736862953800049,15.37044016181271,23.67454214375605,-20.942703832377536,41.93273597055972,37.79934806858772
516,c1cncc([C@@H]2CCCN2)c1,0.32,0,True,1,labeled_class_0_logbb_bin_3,0.2231556082159048,24.92,0.0,-0.0650862481157575,2.0,11.000125764850456,24.92,0.0,5.316788604006331,11.528734926859784,-11.448557538237065,24.237359868147426,34.720148231725496
517,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,0.32,0,True,3,labeled_class_0_logbb_bin_3,0.8260447740852075,38.77,3.0,-0.2421008670601996,4.0,19.835903832706308,38.77,14.26826309167192,14.373635638450576,43.53118782397898,-29.435079841358963,47.25996985074568,76.13653507872286
518,Cc1cnn(C2CCN(c3nc4ccccc4n3Cc3ccc(F)cc3)CC2)c1,0.32,0,True,2,labeled_class_0_logbb_bin_3,0.5763739601783868,38.88,0.0,-0.2607179906339588,3.0,24.113782705258053,38.88,4.39041504767482,9.467009378641832,32.42107572400994,-21.00320334041894,43.949700562821334,54.18823556583589
519,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,0.32,0,True,1,labeled_class_0_logbb_bin_3,0.6369310806484807,84.6,3.0,-0.2303855125358119,4.0,25.482116013619283,84.6,9.717848232889493,5.316788604006331,23.086932186852454,-45.74304365403261,64.55353418029827,167.6798820252045
520,O[C@H]1CNCc2ccccc21,0.32,0,True,2,labeled_class_0_logbb_bin_3,0.3587811111078067,32.26,1.0,-0.1598442562366026,2.0,14.363168406325071,32.26,5.106527394840706,10.423315998847038,11.65128380075328,-17.85477841315485,34.32877592461727,59.29099816105678
521,Brc1cccc(Br)c1NC1=NCCN1,0.33,0,True,4,labeled_class_0_logbb_bin_3,0.4362541420294306,36.42,0.0,-0.3391726706067099,3.0,20.893614975721313,36.42,0.0,10.633577208012662,19.049067380568985,-16.26262182200256,31.1293832367662,25.71387441437711
522,CCc1cc2cc(C(=O)[C@H]3CC[C@H](OC)CC3)ccc2nc1C,0.33,0,True,2,labeled_class_0_logbb_bin_3,0.3958697322359094,39.19,2.0,-0.1255321701514382,3.0,16.589482743298475,39.19,9.53140013787187,4.736862953800049,23.980987396337984,-22.27201836983087,38.46407170526776,59.53700182748334
523,ClCC(Cl)(Cl)Cl,0.33,0,True,4,labeled_class_0_logbb_bin_3,0.0860713602660199,0.0,0.0,-0.037900465720079,0.0,12.464495597667453,0.0,0.0,0.0,9.67253938050011,-21.682681492478157,23.53673103203622,0.0
524,CCN(CC)CC(=O)Nc1c(C)cccc1C,0.34,0,True,4,labeled_class_0_logbb_bin_3,0.4138951850133076,32.34,1.0,-0.2216663543887358,2.0,15.77124635469584,32.34,4.794537184071822,5.316788604006331,30.44135867793971,-12.827546003294056,26.553103329753014,27.666420462935186
525,FC(F)(F)C[C@@H](Cl)Br,0.35,0,True,4,labeled_class_0_logbb_bin_3,0.2785728177786515,0.0,0.0,-0.1730017435068134,0.0,17.531217200028966,0.0,13.17124514302446,0.0,10.462654409784616,-28.187298359608317,30.804079332655157,0.0472468003145507
526,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,0.35,0,True,2,labeled_class_0_logbb_bin_3,1.1082338087775387,70.0,4.0,-0.4758606572058334,5.0,23.6247688345687,70.0,19.74445492755328,19.84982747433194,52.23549588336654,-45.64490273020749,64.26904641430873,132.49205315472545
527,FC(F)(F)CC[C@@H](Cl)Br,0.35,0,True,2,labeled_class_0_logbb_bin_3,0.2744725403146067,0.0,0.0,-0.1929592650257118,0.0,15.15982321120009,0.0,13.17124514302446,0.0,10.462654409784616,-26.61993531814771,29.891634695751165,0.0472468003145507
528,CCOC(=O)Nc1cc2c(c(N)n1)N=C(CN(C)c1ccc(OC)cc1)CN2,0.36,0,True,1,labeled_class_0_logbb_bin_3,1.5551035644764253,114.1,3.0,-0.9865657116713712,8.0,40.22994644165382,114.1,14.26826309167192,25.424091719619092,50.64276789494912,-39.95429460850087,79.17064202059473,124.3589741993174
529,COC(C)(C)C,0.36,0,True,2,labeled_class_0_logbb_bin_3,0.1670195904485626,9.23,1.0,-0.0454689283173022,1.0,7.14938672728724,9.23,4.736862953800049,4.736862953800049,12.71084835226122,-6.428891376243006,13.53449231726845,13.56091526933842
530,COc1ccc(-c2nccs2)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,0.36,0,True,4,labeled_class_0_logbb_bin_3,0.6842789342223577,46.18,1.0,-0.2458376287425495,5.0,23.776229177110928,74.42,4.736862953800049,15.37044016181271,24.68037329728528,-19.011062971972223,44.81728744061049,22.45448875210715
531,Cc1ccc(Cn2c([C@H]3CNCCO3)nc3ccccc32)cc1,0.36,0,True,1,labeled_class_0_logbb_bin_3,0.5474236463983057,39.08,1.0,-0.2141806376889422,3.0,21.924887508530983,39.08,4.736862953800049,14.620751205597736,29.24747294507663,-14.68231738312814,36.948936925830736,29.79502328120441
532,Cc1nc2c(c(-n3ccc(C(F)(F)F)n3)n1)CCN2c1ccc(Cl)cc1Cl,0.36,0,True,1,labeled_class_0_logbb_bin_3,0.6986779077119857,46.84,0.0,-0.3744384549791381,4.0,29.531263669366563,46.84,13.17124514302446,4.899909730850477,26.29319819125321,-36.04363472854826,51.14206318661456,18.551823645935347
533,O=c1[nH]c(C2=C[C@@H](N3CCC(c4ccccc4)CC3)CC2)nc2c(Cl)cccc12,0.36,0,True,0,labeled_class_0_logbb_bin_3,0.5358265783431331,48.99,1.0,-0.2984971605944083,3.0,23.64892660496755,48.99,0.0,4.983978520947208,33.99922041371801,-27.41709457865253,50.703025278760435,64.5482182161218
534,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCC1CCN(C)CC1,0.37,0,True,1,labeled_class_0_logbb_bin_3,1.135506865754888,103.17,2.0,-0.5491326525675756,7.0,30.20602642720753,103.17,9.53140013787187,20.270349892663187,61.11154164970141,-26.04319759218217,53.33651990434421,59.84037692463316
535,ClC(Cl)=C(Cl)Cl,0.37,0,True,2,labeled_class_0_logbb_bin_3,0.0558490888538485,0.0,0.0,-0.0186163629512828,0.0,12.08325690672113,0.0,0.0,0.0,0.0,-17.31908058992144,18.93069013024195,0.0
536,CC(C)(C)NC[C@H](O)COc1ccccc1C#N,0.38,0,True,4,labeled_class_0_logbb_bin_3,0.7015346241565461,65.28,2.0,-0.2728763684759402,4.0,22.42460235102542,65.28,9.843390348640757,15.160178952647088,29.90105740539785,-29.60841781705992,47.756150750591786,47.231989598010905
537,CN(C)c1ccc(O)c(CNc2cccc3ccc(CO)nc23)c1,0.38,0,True,1,labeled_class_0_logbb_bin_3,1.0293531987782445,68.62,2.0,-0.4752890628314098,5.0,28.14066468170443,68.62,10.213054789681411,20.429753124538223,29.292377275983,-37.26728342963108,63.54976073935497,100.48287519427642
538,Clc1ccc(Cl)c(N=C2NCCN2)c1,0.38,0,True,4,labeled_class_0_logbb_bin_3,0.4452911373389473,36.42,0.0,-0.3461164949262991,1.0,20.8384789311784,36.42,0.0,10.633577208012662,19.049067380568985,-19.07713882603622,34.93080390011686,25.30741550100509
539,O=c1ccc(-c2c(-c3ccccc3)nn3ccccc23)nn1CCN1CCCCC1,0.38,0,True,3,labeled_class_0_logbb_bin_3,0.5324797292380046,55.43000000000001,1.0,-0.1206841630104856,4.0,22.49611683581944,55.43000000000001,0.0,4.899909730850477,43.92874339395108,-22.041022507826316,44.51280589376228,50.94556278316938
540,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1,0.39,0,True,3,labeled_class_0_logbb_bin_3,0.8161912676789912,50.72,3.0,-0.2864012144559173,4.0,23.520118422201815,50.72,14.580253302440804,19.897041906447136,43.617736911188295,-23.924622629104068,44.841401953846045,58.23374825083176
541,COc1cc2c(c(CN[C@H]3CCCN[C@@H]3c3ccccc3)c1)OCC2,0.39,0,True,3,labeled_class_0_logbb_bin_3,0.8513738656537428,42.52,2.0,-0.2815050529538518,4.0,22.02134086626718,42.52,9.473725907600098,20.10730311561276,26.303276740850983,-25.09622541150163,48.78632260774092,51.490608951243466
542,Clc1ccc2c(c1)[C@H]1CNC[C@H]1c1ccccc1O2,0.39,0,True,3,labeled_class_0_logbb_bin_3,0.4190164283531304,21.26,1.0,-0.1790422707395245,2.0,15.71018142234706,21.26,4.736862953800049,10.05365155780638,13.08951281182515,-18.183974539423115,33.665553819630304,21.81123192373927
543,Cc1cccc2c1Oc1ccccc1[C@]1(O)CNC[C@H]21,0.39,0,True,4,labeled_class_0_logbb_bin_3,0.6252601660799921,41.49,2.0,-0.2914856325456214,3.0,19.00916061583713,41.49,9.843390348640757,15.160178952647088,18.196040206665856,-22.29993551912754,39.97747386159336,57.55834614495746
544,Clc1ccc2c(c1)[C@@H]1CCNC[C@H]1c1ccccc1O2,0.39,0,True,0,labeled_class_0_logbb_bin_3,0.4218340830567822,21.26,1.0,-0.1798070622189665,2.0,15.453607576872209,21.26,4.736862953800049,10.05365155780638,13.08951281182515,-19.721510714860106,35.488408202163384,25.207566443603596
545,Fc1ccc(Cn2c([C@@H]3CCCNC3)nc3ccccc32)cc1,0.39,0,True,0,labeled_class_0_logbb_bin_3,0.4320066902503562,29.85,0.0,-0.1957191945414984,2.0,18.888970126717982,29.85,4.39041504767482,9.883888251797686,22.640590980563715,-22.18493972896376,40.67611937742177,74.27271222813737
546,OCCOCCN1CCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1,0.39,0,True,3,labeled_class_0_logbb_bin_3,0.6500469603970291,35.94,2.0,-0.1724491437481427,4.0,25.07005080520481,35.94,9.843390348640757,9.843390348640757,67.45077477964328,-28.6368059828788,56.608143230643904,67.70019779115016
547,CC(Cl)(Cl)Cl,0.4,0,True,3,labeled_class_0_logbb_bin_3,0.0588431914865705,0.0,0.0,-0.0519451161317876,0.0,8.308488387134341,0.0,0.0,0.0,3.792535935529771,-15.33732500620612,16.838594545447876,0.0
548,O=C1CC(=O)N(c2ccccc2)c2cc(Cl)ccc2N1,0.4,0,True,4,labeled_class_0_logbb_bin_3,0.5601480932792402,49.41,2.0,-0.3392747558241401,2.0,24.08052508172015,49.41,9.589074368143644,5.316788604006331,11.814359458703011,-34.67191895541873,51.280862278060624,96.71640280023712
549,c1ccccc1,0.4,0,True,4,labeled_class_0_logbb_bin_3,0.0465284988869334,0.0,0.0,-1.2502629335300179e-20,0.0,7.334477791854439,0.0,0.0,0.0,0.0,-6.1870065043782185,14.668955583708875,0.0
550,Cc1ccccc1,0.4,0,True,1,labeled_class_0_logbb_bin_3,0.0446056184293829,0.0,0.0,0.0008195765893365,0.0,6.963067890224179,0.0,0.0,0.0,0.0,-5.696976731777072,13.887727920883732,0.0
551,Cc1ccc(C)cc1,0.4,0,True,0,labeled_class_0_logbb_bin_3,0.0426897187892642,0.0,0.0,0.0016650862678302,0.0,6.7802891171603985,0.0,0.0,0.0,0.0,-5.1891751165780455,13.119722235037496,0.0
552,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,0.4,0,True,1,labeled_class_0_logbb_bin_3,0.3897809668831313,30.18,0.0,-0.1709403040677582,2.0,20.44994081041539,30.18,4.39041504767482,0.0,15.262763171509263,-26.576217601788095,42.7993326473658,72.07037908181225
553,F[S@OH6](F)(F)(F)(F)F,0.4,0,True,0,labeled_class_0_logbb_bin_3,0.2171505361521394,0.0,0.0,-0.1861290309875481,0.0,13.981859401829867,0.0,23.314552815491016,0.0,0.0,-16.312169302134848,16.312169302134848,0.0
554,Cc1ccccc1C,0.4,0,True,0,labeled_class_0_logbb_bin_3,0.0427106531014762,0.0,0.0,0.0012484495708424,0.0,6.626276224541979,0.0,0.0,0.0,0.0,-5.540392156998455,13.379306869718484,0.0
555,CC(=O)OC(C)C,0.4,0,True,2,labeled_class_0_logbb_bin_3,0.3951225785672831,26.3,2.0,-0.2499284934115534,2.0,12.91875800543924,26.3,9.53140013787187,4.736862953800049,12.073271675700152,-13.614958106486464,22.29055579367092,50.4405502891787
556,C#C[C@@]1(O)CC[C@@H]2[C@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@H]21,0.4,0,True,2,labeled_class_0_logbb_bin_3,0.3934599226362361,37.3,2.0,-0.1799726068723607,2.0,14.851107447186152,37.3,9.901064578912528,5.106527394840706,16.490823152189336,-29.70252720131559,46.60385976265511,87.61482343542593
557,C#C[C@@]1(O)CC[C@H]2[C@@H]3[C@@H](C)CC4=C(CCC(=O)C4)[C@@H]3CC[C@@]21C,0.4,0,True,2,labeled_class_0_logbb_bin_3,0.3971535263756368,37.3,2.0,-0.1852464385080041,2.0,14.625381994165815,37.3,9.901064578912528,5.106527394840706,16.490823152189336,-28.79834325456948,45.32217696301983,83.43874709386675
558,CCCCCOC(C)=O,0.4,0,True,0,labeled_class_0_logbb_bin_3,0.4117885759521829,26.3,2.0,-0.2384612390476364,2.0,13.85817921276449,26.3,9.53140013787187,4.736862953800049,12.576187252464766,-16.721347859419694,28.037189683702092,58.821546627664965
559,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,0.4,0,True,4,labeled_class_0_logbb_bin_3,0.1620204965987411,3.24,0.0,-0.0242846894765159,1.0,10.439297953195554,3.24,0.0,0.0,17.989422542675626,-4.959255125938934,18.697587577674792,0.7701326779680332
560,CC(C)Oc1ccc(OC(F)(F)F)cc1CN[C@@H]1CCCN[C@H]1c1ccccc1,0.41,0,True,0,labeled_class_0_logbb_bin_3,1.1336482787545492,42.52,2.0,-0.7314690892907627,4.0,27.50911710434873,42.52,22.644971050624555,20.10730311561276,25.05292248183922,-29.606277466112186,48.439870363394235,25.45010354198626
561,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,0.41,0,True,4,labeled_class_0_logbb_bin_3,1.4162228073067489,100.59,3.0,-0.672658951715673,5.0,35.83281831586287,100.59,18.681894674262168,25.62399285465105,40.81612680070498,-49.11619531440481,78.99857215719314,188.72895005102671
562,Clc1cc(Br)cc(Cl)c1NC1=NCCN1,0.41,0,True,2,labeled_class_0_logbb_bin_3,0.4445095526046935,36.42,0.0,-0.3454495172070533,3.0,22.28126196957379,36.42,0.0,10.633577208012662,19.049067380568985,-21.589253556834585,35.28501188649791,25.6283041168251
563,FC(F)O[C@@H](Cl)C(F)(F)F,0.42,0,True,1,labeled_class_0_logbb_bin_3,0.6245298405468598,9.23,1.0,-0.3593023310398647,1.0,29.061657576817066,9.23,26.68893819217415,0.0,18.350951813682208,-39.737388115886176,43.793076484882455,17.062505925791115
564,CCCCOC(=O)c1ccc(N)cc1,0.42,0,True,3,labeled_class_0_logbb_bin_3,0.654522796348876,52.32,2.0,-0.406252795442905,3.0,20.477634339196086,52.32,9.53140013787187,10.470530430962237,12.576187252464766,-22.265331197984132,41.560107350731755,63.225117050201774
565,CCN(CCC#N)c1ccccc1,0.42,0,True,2,labeled_class_0_logbb_bin_3,0.2381472943604931,27.03,0.0,-0.0403089693847322,2.0,12.346429614307944,27.03,0.0,4.899909730850477,13.08951281182515,-14.559778563547232,26.692103228674945,0.9412732730720405
566,COc1ccc(/C=C2\CCCN=C2c2cccnc2)c(OC)c1,0.42,0,True,1,labeled_class_0_logbb_bin_3,0.7828334552011211,43.71,2.0,-0.2171074715286414,4.0,23.9045936873109,43.71,9.473725907600098,9.473725907600098,31.46001501218555,-27.262843182341044,53.21740061573854,68.31693151459224
567,N#CCCNCCc1ccccc1,0.42,0,True,2,labeled_class_0_logbb_bin_3,0.2140555027692049,35.82,0.0,-0.0439562229662286,2.0,13.51347096050732,35.82,0.0,5.316788604006331,13.08951281182515,-17.69866967562663,32.39693479799428,4.791936662912206
568,CC(C)(C)c1ccccc1,0.43,0,True,2,labeled_class_0_logbb_bin_3,0.054447850749122,0.0,0.0,-0.0082543500111584,0.0,7.264757726873778,0.0,0.0,0.0,0.0,-6.110335657676797,15.015714315043793,0.0
569,CN(C)c1ccnc2sc3c(=O)n(C4CCCCCC4)cnc3c12,0.43,0,True,2,labeled_class_0_logbb_bin_3,0.6212525466580576,51.02,1.0,-0.2589612676354554,5.0,22.26758957015863,79.26,0.0,4.899909730850477,28.63040065504015,-22.123431376883747,41.39778691036059,68.58871787302813
570,CN(C)c1ccnc2sc3c(=O)n(N4CCCCCC4)cnc3c12,0.43,0,True,3,labeled_class_0_logbb_bin_3,0.6873219566458768,54.260000000000005,1.0,-0.1795042047327089,6.0,23.872709443445128,82.5,0.0,9.908822254805008,41.828916259969354,-21.259619941159983,41.83931949788639,65.57449123615515
571,CN1CCC[C@@H](c2nc3ccccc3n2Cc2ccc(F)cc2)C1,0.43,0,True,1,labeled_class_0_logbb_bin_3,0.4155673241986276,21.06,0.0,-0.1557780273780033,2.0,18.99089272830021,21.06,4.39041504767482,9.467009378641832,34.588172694091384,-20.01756363777453,38.39840763077616,65.64463749371895
572,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=N[C@H]1O,0.44,0,True,4,labeled_class_0_logbb_bin_3,0.6507971484942356,61.690000000000005,2.0,-0.4038539906331117,3.0,26.615171130005063,61.690000000000005,9.901064578912528,10.423315998847038,22.953293297697783,-41.455575882216145,59.427281653866366,111.93188430076168
573,O=C(Nc1ccc(Cl)nc1)c1ccc(F)c(F)c1,0.44,0,True,4,labeled_class_0_logbb_bin_3,0.5229074544778705,41.99,1.0,-0.3164197191196207,2.0,25.53810993226315,41.99,13.575367279421462,5.316788604006331,10.891158250298712,-38.15141995012817,52.87806336026901,147.81821114536038
574,c1cc(CN2CCCCC2)cc(OCCCNc2nccs2)c1,0.44,0,True,2,labeled_class_0_logbb_bin_3,0.6888634650502317,37.39000000000001,1.0,-0.3019186901421637,5.0,22.99626666432952,65.63000000000001,4.736862953800049,10.05365155780638,36.12503943404833,-20.09986870566689,44.716200268549,41.668664603353314
575,CC(=O)OCC(C)C,0.45,0,True,1,labeled_class_0_logbb_bin_3,0.4071521239469483,26.3,2.0,-0.2419429728586575,2.0,13.375504769165056,26.3,9.53140013787187,4.736862953800049,12.576187252464766,-14.729523716730114,24.883727286192403,54.19513404115964
576,C=Cc1ccccc1,0.45,0,True,3,labeled_class_0_logbb_bin_3,0.0610030440774258,0.0,0.0,-0.0078389060488336,0.0,8.504104628083851,0.0,0.0,0.0,0.0,-8.795147791958886,17.99296439957071,0.0
577,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,0.46,0,True,0,labeled_class_0_logbb_bin_3,0.5884297448298134,29.54,2.0,-0.2694629373691736,3.0,19.265748877516103,29.54,9.53140013787187,9.636772684650529,31.509315390069283,-13.238622179144818,31.049838371579156,18.030655302775703
578,CN1CN(c2ccccc2)C2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,0.46,0,True,2,labeled_class_0_logbb_bin_3,0.7399485893120785,43.86000000000001,2.0,-0.31884765317283,4.0,25.235821032930943,43.86000000000001,13.979489415818463,14.69972919255143,60.37980177911479,-33.50361188453608,55.70386450845232,112.63893340493196
579,Clc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,0.47,0,True,2,labeled_class_0_logbb_bin_3,0.4502685825960143,36.42,0.0,-0.3478072129537358,3.0,22.108140812941674,36.42,0.0,10.633577208012662,19.049067380568985,-25.48761654131126,37.71120018410724,35.426103186529524
580,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,0.48,0,True,4,labeled_class_0_logbb_bin_3,0.5941837332510483,90.71,0.0,-0.4799957038118784,5.0,27.20720240698762,90.71,0.0,11.46733495432437,15.181342137549285,-32.75288919380551,53.53615737640078,45.31630023265554
581,COc1cc2sc(C)nc2cc1CN[C@H]1CCCN[C@@H]1c1ccccc1,0.48,0,True,4,labeled_class_0_logbb_bin_3,0.6663574650989768,46.18,1.0,-0.247662026233776,5.0,23.80389404376471,74.42,4.736862953800049,15.37044016181271,24.68037329728528,-22.568376216299395,46.01265491055895,42.33525869620956
582,CCN(CC)Cc1ccc2c(c1)CC[C@H](N1CCN(CCc3ccc(F)cc3)CC1=O)C2,0.48,0,True,0,labeled_class_0_logbb_bin_3,0.5917858748108189,26.790000000000006,1.0,-0.2067988617749161,3.0,23.636883727627485,26.790000000000006,9.184952231746642,4.899909730850477,65.91728818652633,-23.84962656295354,48.111865420842406,79.48028282822462
583,O=S(=O)(c1cccc(Cl)c1)n1ccc2c(N3CCNCC3)c(Cl)ccc21,0.48,0,True,3,labeled_class_0_logbb_bin_3,0.563359857922391,54.34,2.0,-0.2782302285256287,4.0,24.31413634047396,62.72,8.417796984328938,10.216698334856808,38.56922851621634,-31.350754039777872,49.301515358874134,82.87631326748544
584,c1ccc2c(c1)[nH]c1cnccc12,0.48,0,True,1,labeled_class_0_logbb_bin_3,0.2786457748992328,28.68,0.0,-0.1174765531732728,1.0,13.997100463634409,28.68,0.0,4.983978520947208,9.967957041894415,-13.53498314895293,29.349785267488713,33.54355664038545
585,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,0.49,0,True,3,labeled_class_0_logbb_bin_3,0.5829464788009536,77.82,0.0,-0.5123625017232794,4.0,22.77663564083538,77.82,0.0,11.46733495432437,9.967957041894415,-28.10151919485047,51.31401162263582,59.16844999053851
